sentence_id	token_id	token	surprisal
22	3	guests	9.83427
22	4	UNK-LC-ing	9.73353
22	5	UNK-LC-s	5.6189
22	6	and	3.55551
22	7	other	3.72452
22	8	fruit	7.9117
22	9	ate	13.3721
22	10	the	4.27594
22	11	UNK-LC	4.81153
22	12	collapsed	8.0971
22	13	.	4.19818
23	1	When	11.0272
23	2	the	3.72189
23	3	men	10.5543
23	4	walking	13.3598
23	5	quietly	8.79973
23	6	in	2.53325
23	7	the	2.07046
23	8	forest	8.44178
23	9	hunt	11.3723
23	10	the	5.68024
23	11	birds	12.0838
23	12	UNK-LC-er	11.6348
23	13	.	3.91345
24	1	UNK-INITC-KNOWNLC-er	8.08462
24	2	the	6.17073
24	3	officers	10.1808
24	4	learning	10.7215
24	5	wilderness	12.4216
24	6	skills	11.9977
24	7	for	4.55577
24	8	the	1.71906
24	9	war	7.026
24	10	lead	14.0858
24	11	the	6.70757
24	12	troops	9.50075
24	13	follow	9.04216
24	14	.	9.81671
25	1	If	5.29831
25	2	the	1.44133
25	3	UNK-LC-s	5.42453
25	4	planning	12.084
25	5	jumps	11.906
25	6	and	4.7222
25	7	other	7.50814
25	8	moves	8.47069
25	9	practice	15.3292
25	10	the	2.32027
25	11	cheers	12.7731
25	12	improve	18.9005
25	13	.	7.1166
26	1	When	11.0272
26	2	the	3.72189
26	3	chauffeur	14.4943
26	4	driving	11.8088
26	5	carefully	10.8825
26	6	to	2.45584
26	7	the	1.58862
26	8	event	8.15317
26	9	parks	14.0467
26	10	the	4.16342
26	11	car	6.72229
26	12	stalls	14.2488
26	13	.	1.61889
27	1	As	4.2959
27	2	the	2.68447
27	3	driver	9.70742
27	4	lacking	13.7175
27	5	UNK-LC	6.14345
27	6	and	3.7756
27	7	proper	10.7587
27	8	care	6.99676
27	9	shifted	12.7391
27	10	the	5.03739
27	11	UNK-LC-s	4.41766
27	12	broke	12.5658
27	13	.	3.0336
28	1	UNK-INITC-KNOWNLC-er	8.08462
28	2	the	6.17073
28	3	children	6.98199
28	4	taking	10.2015
28	5	medication	10.6307
28	6	for	3.74601
28	7	their	4.15423
28	8	UNK-LC	4.54545
28	9	ride	11.1442
28	10	the	6.32946
28	11	horse	8.64855
28	12	bucks	13.8612
28	13	.	9.82065
29	1	Because	6.14918
29	2	the	2.36901
29	3	students	10.5897
29	4	visiting	10.6027
29	5	college	9.5399
29	6	in	4.07127
29	7	the	1.42083
29	8	spring	6.79027
29	9	observed	12.0977
29	10	the	3.01943
29	11	UNK-LC	4.74045
29	12	UNK-LC-ed	6.82752
29	13	.	9.45909
30	1	UNK-INITC-KNOWNLC-er	8.08462
30	2	the	6.17073
30	3	crew	10.6896
30	4	documenting	13.0365
30	5	wildlife	11.2111
30	6	by	4.70471
30	7	the	2.61212
30	8	stream	10.5198
30	9	films	15.0252
30	10	the	5.41031
30	11	bear	12.1424
30	12	leaves	12.2283
30	13	.	1.86564
31	1	When	11.0272
31	2	the	3.72189
31	3	boys	10.3351
31	4	UNK-LC-ing	10.5014
31	5	the	2.96312
31	6	house	5.66489
31	7	to	3.53758
31	8	steal	13.8734
31	9	jewelry	14.3802
31	10	struck	11.6685
31	11	the	2.68898
31	12	dog	8.8576
31	13	UNK-LC	6.4132
31	14	.	0.715723
32	1	While	5.62021
32	2	the	1.39944
32	3	boy	10.821
32	4	standing	12.9887
32	5	UNK-LC-ly	4.91922
32	6	UNK-LC-ed	5.65385
32	7	the	6.89424
32	8	dog	8.51483
32	9	sleeping	12.4909
32	10	UNK-LC-ly	7.7753
32	11	UNK-LC-ed	7.74803
32	12	.	8.92266
33	1	If	5.29831
33	2	the	1.44133
33	3	clerk	11.1115
33	4	searching	12.0758
33	5	UNK-LC-ly	6.61791
33	6	UNK-LC-s	9.96189
33	7	the	6.4216
33	8	customer	7.71843
33	9	waiting	12.7252
33	10	below	11.1958
33	11	complains	16.5919
33	12	.	2.12227
34	1	As	4.2959
34	2	the	2.68447
34	3	doctor	9.22723
34	4	standing	11.3489
34	5	UNK-LC-ly	6.39567
34	6	UNK-LC-ed	5.79706
34	7	the	3.08806
34	8	student	9.40573
34	9	taking	11.2402
34	10	notes	12.6205
34	11	listened	14.8518
34	12	.	1.9928
35	1	While	5.62021
35	2	the	1.39944
35	3	girls	10.2563
35	4	attending	12.4699
35	5	camp	11.9893
35	6	UNK-LC-ed	7.60786
35	7	the	2.14114
35	8	kids	8.74364
35	9	attending	13.3515
35	10	camp	10.4983
35	11	watched	15.4228
35	12	.	8.94057
36	1	When	11.0272
36	2	the	3.72189
36	3	worker	9.53978
36	4	wearing	13.7793
36	5	UNK-LC-s	5.21207
36	6	moved	12.8231
36	7	the	4.41111
36	8	boxes	10.7058
36	9	lacking	12.9986
36	10	tape	10.7675
36	11	fell	11.8272
36	12	.	1.56595
37	1	As	4.2959
37	2	the	2.68447
37	3	author	7.6652
37	4	studying	12.243
37	5	UNK-INITC	6.65117
37	6	wrote	9.48484
37	7	the	3.29373
37	8	book	7.05344
37	9	describing	10.4985
37	10	UNK-INITC	6.12645
37	11	grew	14.0178
37	12	.	4.14946
38	1	As	4.2959
38	2	the	2.68447
38	3	people	7.23161
38	4	paying	9.91519
38	5	attention	8.03995
38	6	watched	10.3101
38	7	the	2.11293
38	8	show	6.62192
38	9	documenting	10.8592
38	10	crimes	12.46
38	11	stopped	12.0128
38	12	.	10.4393
39	1	UNK-INITC-KNOWNLC-er	8.08462
39	2	the	6.17073
39	3	children	6.98199
39	4	screaming	12.3884
39	5	UNK-LC-ly	7.28644
39	6	leave	7.81259
39	7	the	4.93746
39	8	dog	9.23616
39	9	UNK-LC-ing	5.89881
39	10	UNK-LC-ly	5.33365
39	11	UNK-LC-s	8.07004
39	12	.	1.06382
40	1	When	11.0272
40	2	the	3.72189
40	3	aunt	11.7549
40	4	attending	10.0291
40	5	UNK-LC	6.58686
40	6	school	7.13313
40	7	visits	10.136
40	8	the	3.81632
40	9	cousins	12.332
40	10	attending	12.948
40	11	UNK-LC	6.05531
40	12	school	6.34626
40	13	talk	11.1317
40	14	.	10.7775
41	1	When	11.0272
41	2	the	3.72189
41	3	maid	10.2579
41	4	carrying	12.3799
41	5	UNK-LC-s	5.17728
41	6	packs	12.4229
41	7	the	4.68567
41	8	bag	9.84002
41	9	containing	11.6488
41	10	UNK-LC-s	4.38513
41	11	breaks	11.6814
41	12	.	1.51891
42	1	If	5.29831
42	2	the	1.44133
42	3	UNK-LC	5.31453
42	4	carrying	11.7173
42	5	grease	13.8086
42	6	turns	13.3494
42	7	the	6.09241
42	8	UNK-LC	4.484
42	9	needing	13.2812
42	10	grease	12.7988
42	11	sticks	13.3443
42	12	.	2.20954
43	1	Because	6.14918
43	2	the	2.36901
43	3	kids	9.67728
43	4	delivering	12.808
43	5	papers	10.5623
43	6	UNK-LC-ed	6.54007
43	7	the	2.52506
43	8	student	9.07709
43	9	delivering	12.5152
43	10	papers	10.2911
43	11	yelled	13.3309
43	12	.	2.66502
44	1	When	11.0272
44	2	the	3.72189
44	3	UNK-LC-s	5.54848
44	4	hunting	13.5153
44	5	quietly	11.0835
44	6	meet	10.6667
44	7	the	1.60692
44	8	UNK-LC	4.25566
44	9	UNK-LC-ing	6.8439
44	10	UNK-LC-ly	7.16503
44	11	UNK-LC-s	6.56914
44	12	.	1.83366
45	1	As	4.2959
45	2	the	2.68447
45	3	lawyers	7.77182
45	4	defending	13.0149
45	5	clients	7.42439
45	6	studied	9.29998
45	7	the	1.63373
45	8	case	6.66159
45	9	involving	8.97491
45	10	fraud	5.66972
45	11	languished	13.648
45	12	.	8.93367
46	1	While	5.62021
46	2	the	1.39944
46	3	UNK-LC-s	5.5258
46	4	breathing	11.7891
46	5	deeply	7.61538
46	6	searched	13.8666
46	7	the	4.32863
46	8	river	7.42137
46	9	roaring	15.8767
46	10	UNK-LC-ly	8.76284
46	11	rose	14.7137
46	12	.	2.90974
47	1	As	4.2959
47	2	the	2.68447
47	3	actors	10.2286
47	4	including	9.82752
47	5	UNK-INITC	4.33314
47	6	UNK-LC-ed	5.73264
47	7	the	3.08713
47	8	play	8.53493
47	9	starring	12.6868
47	10	UNK-INITC	3.82008
47	11	improved	14.0281
47	12	.	4.59127
48	1	If	5.29831
48	2	the	1.44133
48	3	heir	11.7142
48	4	awaiting	12.1461
48	5	notice	8.50538
48	6	refuses	18.6402
48	7	the	2.60602
48	8	money	6.77023
48	9	earning	13.4599
48	10	interest	5.58733
48	11	doubles	17.375
48	12	.	10.0938
49	1	When	11.0272
49	2	the	3.72189
49	3	people	8.46317
49	4	seeking	11.6178
49	5	UNK-LC-s	6.14376
49	6	notice	10.2243
49	7	the	4.83879
49	8	actor	9.77787
49	9	playing	8.53694
49	10	Clinton	13.7989
49	11	UNK-LC-s	6.02987
49	12	.	3.88984
50	1	When	11.0272
50	2	the	3.72189
50	3	UNK-LC	5.95236
50	4	carrying	12.2761
50	5	UNK-LC-s	4.40263
50	6	tries	11.6199
50	7	to	0.166826
50	8	UNK-LC	3.8935
50	9	the	2.16176
50	10	UNK-LC-s	4.12264
50	11	burning	13.3196
50	12	UNK-LC	6.0003
50	13	tumble	14.9019
50	14	.	1.51374
51	1	When	11.0272
51	2	the	3.72189
51	3	band	12.2249
51	4	playing	8.94654
51	5	songs	11.1858
51	6	left	6.25311
51	7	the	3.6311
51	8	hotel	8.18635
51	9	advertising	8.99536
51	10	entertainment	9.57841
51	11	closed	12.9579
51	12	.	3.50553
52	1	When	11.0272
52	2	the	3.72189
52	3	UNK-INITC-s	7.90323
52	4	seeking	11.2699
52	5	UNK-LC	6.59111
52	6	invaded	13.3966
52	7	the	2.12521
52	8	town	7.02495
52	9	mining	12.4417
52	10	UNK-LC	5.66475
52	11	disappeared	13.6942
52	12	.	8.91104
53	1	While	5.62021
53	2	the	1.39944
53	3	guests	9.83427
53	4	UNK-LC-ing	9.73353
53	5	UNK-LC-s	5.6189
53	6	ate	13.988
53	7	the	2.61357
53	8	UNK-LC	4.44149
53	9	containing	11.0213
53	10	UNK-LC-s	4.13282
53	11	collapsed	13.7669
53	12	.	9.36208
54	1	When	11.0272
54	2	the	3.72189
54	3	men	10.5543
54	4	walking	13.3598
54	5	quietly	8.79973
54	6	hunt	14.2238
54	7	the	2.23447
54	8	birds	11.0416
54	9	singing	14.9256
54	10	mating	14.475
54	11	songs	10.0519
54	12	UNK-LC-er	12.8585
54	13	.	2.205
55	1	UNK-INITC-KNOWNLC-er	8.08462
55	2	the	6.17073
55	3	officers	10.1808
55	4	learning	10.7215
55	5	wilderness	12.4216
55	6	skills	11.9977
55	7	lead	9.62372
55	8	the	3.94597
55	9	troops	9.79752
55	10	learning	13.5481
55	11	wilderness	12.9717
55	12	skills	11.4418
55	13	follow	11.7019
55	14	.	3.54173
56	1	If	5.29831
56	2	the	1.44133
56	3	UNK-LC-s	5.42453
56	4	planning	12.084
56	5	jumps	11.906
56	6	practice	15.3087
56	7	the	4.35934
56	8	cheers	12.6621
56	9	involving	12.5802
56	10	jumps	11.4786
56	11	improve	14.1705
56	12	.	7.49932
57	1	When	11.0272
57	2	the	3.72189
57	3	chauffeur	14.4943
57	4	driving	11.8088
57	5	carefully	10.8825
57	6	parks	15.1866
57	7	the	2.59881
57	8	car	6.89
57	9	leaking	14.4246
57	10	oil	8.4331
57	11	stalls	13.0308
57	12	.	1.58035
58	1	As	4.2959
58	2	the	2.68447
58	3	driver	9.70742
58	4	lacking	13.7175
58	5	UNK-LC	6.14345
58	6	shifted	12.1323
58	7	the	5.56536
58	8	UNK-LC-s	4.6708
58	9	lacking	13.6354
58	10	UNK-LC-ion	7.86302
58	11	broke	13.6842
58	12	.	11.1737
59	1	UNK-INITC-KNOWNLC-er	8.08462
59	2	the	6.17073
59	3	children	6.98199
59	4	taking	10.2015
59	5	medication	10.6307
59	6	ride	13.8937
59	7	the	4.62083
59	8	horse	8.10697
59	9	taking	9.92959
59	10	medication	10.8694
59	11	bucks	15.081
59	12	.	8.66557
60	1	Because	6.14918
60	2	the	2.36901
60	3	students	10.5897
60	4	visiting	10.6027
60	5	college	9.5399
60	6	observed	12.8431
60	7	the	2.79743
60	8	UNK-LC	4.62435
60	9	UNK-LC-ing	6.93982
60	10	balance	10.3982
60	11	UNK-LC-ed	8.15664
60	12	.	6.37675
61	1	UNK-INITC-KNOWNLC-er	8.08462
61	2	the	6.17073
61	3	crew	10.6896
61	4	documenting	13.0365
61	5	wildlife	11.2111
61	6	films	10.2755
61	7	the	6.63008
61	8	bear	12.7826
61	9	catching	13.5395
61	10	salmon	11.575
61	11	leaves	9.54942
61	12	.	1.14249
62	1	When	11.0272
62	2	the	3.72189
62	3	boys	10.3351
62	4	UNK-LC-ing	10.5014
62	5	the	2.96312
62	6	house	5.66489
62	7	struck	10.969
62	8	the	1.59605
62	9	dog	8.83382
62	10	guarding	15.2859
62	11	the	1.88638
62	12	house	6.43906
62	13	UNK-LC	8.31784
62	14	.	1.05882
63	1	While	5.62021
63	2	the	1.39944
63	3	boy	10.821
63	4	UNK-LC-ed	5.23957
63	5	the	2.03353
63	6	dog	8.61375
63	7	sleeping	12.4781
63	8	UNK-LC-ly	7.37145
63	9	by	4.97343
63	10	the	2.555
63	11	doorway	9.49346
63	12	UNK-LC-ed	7.25508
63	13	.	12.2032
64	1	If	5.29831
64	2	the	1.44133
64	3	clerk	11.1115
64	4	UNK-LC-s	6.52932
64	5	the	2.55669
64	6	customer	7.27046
64	7	waiting	11.6644
64	8	below	8.55448
64	9	by	4.16973
64	10	the	1.0522
64	11	counter	10.3712
64	12	complains	16.512
64	13	.	13.0746
65	1	As	4.2959
65	2	the	2.68447
65	3	doctor	9.22723
65	4	UNK-LC-ed	5.34509
65	5	the	3.35778
65	6	student	9.55161
65	7	taking	11.633
65	8	notes	12.543
65	9	in	3.95346
65	10	his	5.10612
65	11	notebook	11.9688
65	12	listened	16.5998
65	13	.	7.29955
66	1	While	5.62021
66	2	the	1.39944
66	3	girls	10.2563
66	4	UNK-LC-ed	5.37062
66	5	the	2.20005
66	6	kids	8.49871
66	7	attending	11.0163
66	8	camp	11.1801
66	9	for	4.46978
66	10	the	1.78567
66	11	summer	7.03673
66	12	watched	15.0348
66	13	.	6.42985
67	1	When	11.0272
67	2	the	3.72189
67	3	worker	9.53978
67	4	moved	6.7773
67	5	the	4.57577
67	6	boxes	10.8657
67	7	lacking	13.043
67	8	tape	11.298
67	9	on	7.17221
67	10	their	4.91873
67	11	UNK-LC-s	3.65226
67	12	fell	10.1782
67	13	.	3.00471
68	1	As	4.2959
68	2	the	2.68447
68	3	author	7.6652
68	4	wrote	6.19154
68	5	the	4.0342
68	6	book	7.1453
68	7	describing	9.62306
68	8	UNK-INITC	6.83988
68	9	in	4.25024
68	10	ancient	14.0652
68	11	times	7.18501
68	12	grew	14.827
68	13	.	8.02595
69	1	As	4.2959
69	2	the	2.68447
69	3	people	7.23161
69	4	watched	8.99017
69	5	the	2.26859
69	6	show	5.71265
69	7	documenting	10.6864
69	8	crimes	12.7851
69	9	of	3.1138
69	10	famous	9.66447
69	11	UNK-LC-s	2.89273
69	12	stopped	13.7845
69	13	.	3.72374
70	1	UNK-INITC-KNOWNLC-er	8.08462
70	2	the	6.17073
70	3	children	6.98199
70	4	leave	7.81917
70	5	the	2.06849
70	6	dog	9.04956
70	7	UNK-LC-ing	7.33489
70	8	UNK-LC-ly	5.96623
70	9	to	3.34228
70	10	get	4.6066
70	11	attention	8.03147
70	12	UNK-LC-s	8.72746
70	13	.	8.30578
71	1	When	11.0272
71	2	the	3.72189
71	3	aunt	11.7549
71	4	visits	9.2702
71	5	the	2.54124
71	6	cousins	13.1994
71	7	attending	14.6784
71	8	UNK-LC	6.02037
71	9	school	6.98464
71	10	in	2.7968
71	11	the	1.82985
71	12	country	4.19333
71	13	talk	15.5711
71	14	.	4.5548
72	1	When	11.0272
72	2	the	3.72189
72	3	maid	10.2579
72	4	packs	11.2607
72	5	the	3.22689
72	6	bag	9.31478
72	7	containing	14.5877
72	8	UNK-LC-s	5.34119
72	9	and	2.60922
72	10	other	4.31973
72	11	items	6.95894
72	12	breaks	12.388
72	13	.	10.6546
73	1	If	5.29831
73	2	the	1.44133
73	3	UNK-LC	5.31453
73	4	turns	5.18257
73	5	the	9.59879
73	6	UNK-LC	5.33442
73	7	needing	13.9032
73	8	grease	13.4506
73	9	and	3.77721
73	10	other	4.95139
73	11	attention	10.3228
73	12	sticks	15.5407
73	13	.	15.2261
74	1	Because	6.14918
74	2	the	2.36901
74	3	kids	9.67728
74	4	UNK-LC-ed	5.75699
74	5	the	2.38253
74	6	student	9.14054
74	7	delivering	15.425
74	8	papers	8.53774
74	9	to	3.84545
74	10	the	3.35165
74	11	teacher	12.1743
74	12	yelled	14.2712
74	13	.	8.91584
75	1	When	11.0272
75	2	the	3.72189
75	3	UNK-LC-s	5.54848
75	4	meet	8.4858
75	5	the	3.33027
75	6	UNK-LC	4.30412
75	7	UNK-LC-ing	7.67041
75	8	UNK-LC-ly	7.55889
75	9	in	2.98462
75	10	the	1.77098
75	11	field	5.01725
75	12	UNK-LC-s	7.81025
75	13	.	3.91536
76	1	As	4.2959
76	2	the	2.68447
76	3	lawyers	7.77182
76	4	studied	7.85647
76	5	the	1.92296
76	6	case	5.5339
76	7	involving	12.9987
76	8	fraud	5.99065
76	9	against	7.96147
76	10	crash	12.0423
76	11	victims	3.67063
76	12	languished	18.1023
76	13	.	9.02171
77	1	While	5.62021
77	2	the	1.39944
77	3	UNK-LC-s	5.5258
77	4	searched	9.68384
77	5	the	4.87063
77	6	river	7.23696
77	7	roaring	15.6752
77	8	UNK-LC-ly	8.55009
77	9	and	3.14316
77	10	very	7.86811
77	11	UNK-LC-ly	3.04277
77	12	rose	16.067
77	13	.	4.92319
78	1	As	4.2959
78	2	the	2.68447
78	3	actors	10.2286
78	4	UNK-LC-ed	4.66273
78	5	the	3.4359
78	6	play	8.87773
78	7	starring	14.7062
78	8	UNK-INITC	5.90466
78	9	and	3.82595
78	10	other	5.47116
78	11	stars	10.5112
78	12	improved	13.2071
78	13	.	2.22112
79	1	If	5.29831
79	2	the	1.44133
79	3	heir	11.7142
79	4	refuses	11.2395
79	5	the	5.87376
79	6	money	5.96168
79	7	earning	14.898
79	8	interest	5.36149
79	9	in	2.79983
79	10	the	0.765543
79	11	bank	5.61332
79	12	doubles	14.3099
79	13	.	1.11801
80	1	When	11.0272
80	2	the	3.72189
80	3	people	8.46317
80	4	notice	8.90857
80	5	the	2.37985
80	6	actor	10.5054
80	7	playing	9.67631
80	8	Clinton	13.7791
80	9	in	4.3877
80	10	the	1.95711
80	11	movie	6.47498
80	12	UNK-LC-s	9.19017
80	13	.	3.2315
81	1	When	11.0272
81	2	the	3.72189
81	3	UNK-LC	5.95236
81	4	tries	5.97459
81	5	to	0.213259
81	6	UNK-LC	4.21758
81	7	the	3.10152
81	8	UNK-LC-s	4.65262
81	9	burning	13.3105
81	10	UNK-LC	5.65116
81	11	and	2.48638
81	12	other	5.2588
81	13	chemicals	9.38254
81	14	tumble	12.3009
81	15	.	6.20825
82	1	When	11.0272
82	2	the	3.72189
82	3	band	12.2249
82	4	left	6.18828
82	5	the	3.23223
82	6	hotel	8.08085
82	7	advertising	8.67836
82	8	entertainment	9.48542
82	9	for	4.27934
82	10	the	1.86353
82	11	guests	11.2626
82	12	closed	12.0268
82	13	.	2.81689
83	1	When	11.0272
83	2	the	3.72189
83	3	UNK-INITC-s	7.90323
83	4	invaded	10.6682
83	5	the	2.48526
83	6	town	7.08591
83	7	mining	13.4202
83	8	UNK-LC	6.45749
83	9	to	2.53013
83	10	build	5.68335
83	11	reactors	12.6428
83	12	disappeared	12.862
83	13	.	2.66431
84	1	While	5.62021
84	2	the	1.39944
84	3	guests	9.83427
84	4	ate	9.91744
84	5	the	2.66494
84	6	UNK-LC	4.7297
84	7	containing	11.0823
84	8	UNK-LC-s	4.44896
84	9	and	2.51582
84	10	various	9.11121
84	11	fruit	8.46927
84	12	collapsed	14.1297
84	13	.	8.88762
85	1	When	11.0272
85	2	the	3.72189
85	3	men	10.5543
85	4	hunt	13.4169
85	5	the	3.81956
85	6	birds	11.2691
85	7	singing	15.2854
85	8	mating	15.5011
85	9	songs	12.3885
85	10	in	3.24201
85	11	the	1.32763
85	12	forest	8.06561
85	13	UNK-LC-er	8.58981
85	14	.	10.2708
86	1	UNK-INITC-KNOWNLC-er	8.08462
86	2	the	6.17073
86	3	officers	10.1808
86	4	lead	8.57949
86	5	the	3.68325
86	6	troops	10.1491
86	7	learning	12.7269
86	8	wilderness	12.2141
86	9	skills	11.8531
86	10	for	4.16912
86	11	the	1.86751
86	12	war	7.22312
86	13	follow	14.9829
86	14	.	9.76052
87	1	If	5.29831
87	2	the	1.44133
87	3	UNK-LC-s	5.42453
87	4	practice	11.3528
87	5	the	3.78305
87	6	cheers	12.1888
87	7	involving	8.58802
87	8	jumps	11.0715
87	9	and	2.96449
